Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,2,C7,CONTROL 7,sw38,,,,,,,1,,,,,,,,,,,,9,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,1,C8,CONTROL 8,sw38,,,,,1,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,3,R def,Rancid - DEF,sw38,,,,,,,,,,,,,,,1,,,,1,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,5,M def,Malty - DEF,sw38,,,,,,,,,,,,,2,,,,,,3,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,7,FE def,Feed - DEF,sw38,,,,,,3,,,,,,,,,,,,,5,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,7,CK def,Cooked - DEF,dh286,,,,,2,,,,,,,,,,,,,,8,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,9,FL def,Flat - DEF,dh286,,,,,,,2,,,,,,,,,,,,7.5,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,8,C6,CONTROL 6,dh286,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,6,FF def,Fruity Fermented - DEF,dh286,,,,,,,,,,,2,,,,,,,,6,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,4,C7,CONTROL 7,dh286,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,2,C8,CONTROL 8,dh286,,,,,1,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,1,R def,Rancid - DEF,dh286,,,,,,,,,,,,,,,2,,,,1,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,3,M def,Malty - DEF,dh286,,,,,,,,,,,,,2,,,,,,3,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,5,FE def,Feed - DEF,dh286,,,,,,2,,,,,,,,,,,,,7.5,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,5,CK def,Cooked - DEF,sjr267,,,,,2,,,,,,,,,,,,,,8,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,7,FL def,Flat - DEF,sjr267,,,,,,,2,,,,,,,,,,,,8,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,9,C6,CONTROL 6,sjr267,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,8,FF def,Fruity Fermented - DEF,sjr267,,,,,,,,,2,,,,,,,,,,3,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,6,C7,CONTROL 7,sjr267,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,4,C8,CONTROL 8,sjr267,,,,,,,1,,,,,,,,,,,,9,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,2,R def,Rancid - DEF,sjr267,,,,,,,,,,,,,,,2,,,,1,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,1,M def,Malty - DEF,sjr267,,,,,,,,,,,,,1,,,,,,5,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,3,FE def,Feed - DEF,sjr267,,,,,,2,,,,,,,,,,,,,8,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,3,CK def,Cooked - DEF,arw93,,,,,2,,,,,,,,,,,,,,8,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,5,FL def,Flat - DEF,arw93,,,,,,,2,,,,,,,,,,,,8,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,7,C6,CONTROL 6,arw93,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,9,FF def,Fruity Fermented - DEF,arw93,,,,,,,,,1,,,,,,,,,,5,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,8,C7,CONTROL 7,arw93,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,6,C8,CONTROL 8,arw93,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,4,R def,Rancid - DEF,arw93,,,,,,,,,,,,,,,1,,,,4,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,2,M def,Malty - DEF,arw93,,,,,,,,,,,,,2,,,,,,3,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,1,FE def,Feed - DEF,arw93,,,,,,2,,,,,,,,,,,,,8,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,9,CK def,Cooked - DEF,krs4,,,,,3,,,,,,,,,,,,,,6,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,7,FL def,Flat - DEF,krs4,,,,,,,3,,,,,,,,,,,,7,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,5,C6,CONTROL 6,krs4,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,3,FF def,Fruity Fermented - DEF,krs4,,,,,,,,,1,,,,,,,,,,5,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,1,C7,CONTROL 7,krs4,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,2,C8,CONTROL 8,krs4,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,4,R def,Rancid - DEF,krs4,,,,,,,,,,,,,,,2,,,,1,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,6,M def,Malty - DEF,krs4,,,,,,,,,,,,,2,,,,,,3,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,8,FE def,Feed - DEF,krs4,,,,,,3,,,,,,,,,,,,,5,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,8,CK def,Cooked - DEF,at543,,,,,2,,,,,,,,,,,,,,8,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,9,FL def,Flat - DEF,at543,,,,,,,2,,,,,,,,,,,,8,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,7,C6,CONTROL 6,at543,,,,,,,,,,,,,,2,,,,,8,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,5,FF def,Fruity Fermented - DEF,at543,,,,,,,,,1,,,,,,,,,,5,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,3,C7,CONTROL 7,at543,,,,,,,1,,,,,,,,,,,,9,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,1,C8,CONTROL 8,at543,,,,,,,1,,,,,,,,,,,,9,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,2,R def,Rancid - DEF,at543,,,,,,,,,,,,,,,2,,,,4,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,4,M def,Malty - DEF,at543,,,,,,,,,,,,,1,,,,,,5,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,6,FE def,Feed - DEF,at543,,,,,,1,,,,,,,,,,,,,9,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,6,CK def,Cooked - DEF,hmm79,,,,,,,,,,,,,,2,,,,,8,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,8,FL def,Flat - DEF,hmm79,,,,,,,2,,,,,,,,,,,,8,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,9,C6,CONTROL 6,hmm79,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,7,FF def,Fruity Fermented - DEF,hmm79,,,,,,,,,2,,,,,,,,,,3,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,5,C7,CONTROL 7,hmm79,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,3,C8,CONTROL 8,hmm79,,,,,,,1,,,,,,,,,,,,9,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,1,R def,Rancid - DEF,hmm79,,,,,,,,,,,,,,,2,,,,1,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,2,M def,Malty - DEF,hmm79,,,,,,,,,,,,,2,,,,,,3,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,4,FE def,Feed - DEF,hmm79,,,,,,2,,,,,,,,,,,,,8,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,4,CK def,Cooked - DEF,cjh263,,,,,2,,,,,,,,,,,,,,8,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,6,FL def,Flat - DEF,cjh263,,,,,,,,,,,,,,,,,,,8,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,8,C6,CONTROL 6,cjh263,,,,,,,,,,,,,,,,,,,9.4,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,9,FF def,Fruity Fermented - DEF,cjh263,,,,,,,,,1,,,,,,,,,,5,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,7,C7,CONTROL 7,cjh263,,,,,,,,,,,,,,,,,,,9.4,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,5,C8,CONTROL 8,cjh263,,,,,,,,,,,,,,,,,,,9.4,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,3,R def,Rancid - DEF,cjh263,,,,,,,,,,,,,,,1,,,,4,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,1,M def,Malty - DEF,cjh263,,,,,,,,,,,,,2,,,,,,3,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,2,FE def,Feed - DEF,cjh263,,,,,,1,,,,,,,,,,,,,9,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,2,CK def,Cooked - DEF,dk657,,,,,1,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,4,FL def,Flat - DEF,dk657,,,,,,,1,,,,,,,,,,,,9,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,6,C6,CONTROL 6,dk657,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,8,FF def,Fruity Fermented - DEF,dk657,,,,,,,,,2,,,,,,,,,,3,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,9,C7,CONTROL 7,dk657,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,7,C8,CONTROL 8,dk657,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,5,R def,Rancid - DEF,dk657,,,,,,,,,,,,,,,1,,,,4,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,3,M def,Malty - DEF,dk657,,,,,,,,,,,,,1,,,,,,5,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK ,1,FE def,Feed - DEF,dk657,,,,,,2,,,,,,,,,,,,,8,
